description,COMMODITY_LEAF_PREDICTED
ETP 4QS-150T 1-1/2 INS STL LT CONN CS/4,899873
EPATCH5E3BL 3 FT. CAT 5E BLUE PATCH CORD WITH BOOTS,899752
SAT S2808 65W BR30 MED 120V RFL LMP 48/CS  02808 :DE2304 :ALT-SAT S9620 ,898885
C-H BR260 2P-120/240V-60A CB 5/BOX,900017
"UNIS HRMS025200EG 1/4"" X 2"" ROUND HEAD MACHINE SCREW ELECTRO GALVANIZED FINISH",899859
CONDUIT 3IN INTERMEDIATE META 300/LFT   **YARD**,899863
FTG CNN-600 F1556 2-IN D/C COND NIPPLE 10/BX 100/CS,899830
UNT AEP363612SDCT3 CT CAN STORAGE 1/BX,899752
APP FSK-1B 1G FS BLANK COVER CS/25,899752
ETP AMC-50 1/2-IN SGL STL BOX CONN CS/50,899873
APP CG-5050 1/2 ALUM STR CORD CONN CS/25,899873
BUR KS27 3/0STR SPLIT BOLT CONN,899839
AIM 32-2900GY SLIDE-ON BOOT FOR PATCH CORDS MUST ORDER 100PCS MINIMUM,899752
STL-CTY 53151-1/2&3/4UB 4SQ EXT -/BX 50/CS,899752
OZ-G LB200A 2IN ALUM LB COND BODY CS/1,899873
WIRE THHN-2-RED-19STR-CU-2500MSTR,899956
WIRE SEU-2/0-2/0-2/0-AL-1000MSTR,899945
C-H BR315 3P-240V-15A CB,900017
GE THQB32015 3P 15A 240V BOLT-ON CB,900017
APP CG-5075 3/4 ALUM STR CORD CONN CS/25,899873
GE THQB32020 3P 20A 240V BOLT-ON CB,900017
GE THQL21100 2P 100A 120/240V CB,900017
C-H BR330 3P-240V-30A CB,900017
GE THQB32030 3P 30A 240V BOLT-ON CB,900017
T&B 54868BE 250MCM 2HOLE COP LUG 10/BX 100/CS,899830
GE GE259MAX-N/ULTRA F96T8 FLUOR BA 10/CASE   49767,898828
CPP 1/2 X CL COND NIP GAL 25/BX 25020501,899752
APP GK75-V 3/4 FIBER GASKET CS/100,899873
WIRE THHN-3/0-YEL-19STR-CU-2500MSTR,899956
GE F18BX/SPX35/10PK FLUOR LAMP 40/CASE   16053,898899
WIRE 2/0-2&1-1-AL-URD-CONVERSE 1000MSTR,899945
C-H BR340 3P-240V-40A CB,900017
CONDUIT 4IN INTERMEDIATE META 240/LFT   **YARD**,899877
WIRE THHN-3-GRN-19STR-CU-2500MSTR,899956
GE THQB32040 3P 40A 240V BOLT-ON CB,900017
CONDUIT 1/2-UA/LA-GRAY LIQ-TITE 1 X 100' LA-11 GRY 6202-30-00,899752
C-H BR350 3P-240V-50A CB,900017
FTG CNN-700 F1557 2-1/2 DC COND NIPPLE 10/BX 50/CS,899864
STL-CTY 52171-1 4SQ 2-1/8D BOX -/BX 50/CS,899756
GE THQB32050 3P 50A 240V BOLT-ON CB,900017
WIRE TFN-18-RED-SOLID-CU-500S,899956
GE THQB32060 3P 60A 240V BOLT-ON CB,900017
NER C-1501-R 1-1/2 DC 2SCR SEC CON CS/25,899873
"UNIS HHCS050200EG 1/2"" X 2"" HEX HEAD CAP SCREW ELECTRO GALVANIZED FINISH",899859
CPP 4 X 36 SP RAD 90 ELL GAL 22424061  **YARD**,899752
" UNIS RC025EG 1/4""-20 ROD COUPLER ELECTRO GALVANIZED",899859
FTG CH-100-B F801B 3/4 COND HGR W/BOLT 50/BX 500/CS,899877
CPP 2 COND 45 ELBOW EMT 15/BX 22252000,899867
APP PLG50R 1/2 RECESSED PLUG CS/50,899873
CONDUIT 1/2IN GALV STEEL 100/BNDL 2500/LFT   **YARD**,899877
GE THQB32080 3P 80A 240V BOLT-ON CB,900017
GE F21W/T5/835/ECO FLUOR LAMP 40/CASE   46684,898899
MLY HUH524TA 5KW 240V UNIT HEATER UNIT HEATER 1/BX,899752
CABLE 10/4 MC AL 1 X 250'C,899951
JUNO R2BL 2 FT TRAC BLK,898859
GE THQB32100 3P 100A 240V BLT-ON CB,900017
OZ-G SGN-50 1/2 COND BODY NEO GASK CS/100,899873
CONDUIT 3/4IN GALV STEEL 50/BNDL 2000/LFT   **YARD**,899877
OZ-G LR-50 1/2 MALL LR COND BODY CS/10,899883
GE TH3361 30A-600V-3P SW,899786
WIRE THHN-500-ORG-37STRCU-2500MSTR,899956
GE TH3363 100A-600V-3P SW,899786
OZ-G SGN-75 3/4 COND BODY NEO GASK CS/100,899873
EPATCH5E5BL 5 FT. CAT 5E BLUE PATCH CORD WITH BOOTS,899752
WIRE XHHW-12-GRN-7STR-CU-2500,899958
CONDUIT 1IN GALV STEEL 50/BNDL 1250/LFT   **YARD**,899877
EPCO 10956 BEIGE 9FT SPT13-3 FL CRD SUPPLY COLEMAN 09719 14/3 9FT CORD 25/BX   BLACK 25/BX,899752
CPP 3/4 X 2 COND NIP GAL 25/BX 25020704,899752
WIRE THHN-350-WHT-37STR-CU-1000MSTR,899956
GC 30-9707-BU PHONE WALL PLATE IVORY 10/BX,899752
"UNIS HHXN031EG 5/16"" HEX NUT ELECTRO GALVANIZED FINISH",899859
PHIL F54T5841HOALTO40PK 1/CASE ITEM #: 290833,898885
LEV 2004 PORC 2PC MED LAMPHLDR EXT 10/BOX 100/CASE,898810
KID 1279-9999 120V AC/DC ALARM SMOKE ALARM 3/BX *DISCONTINUED USE 21027320*,898936
APP RB100-75 1X3/4 REDUCE BUSH CS/25,899873
T&B F71U RING TONGUE TERMINAL 200/BX 2000/CS,899752
T&B 54155T 1/0AWG PNK 1H COP LUG -/BX 10/CS,899830
GE CMH20/TC/U/830/G8.5 20W MH LAMP 12/CASE   92696,898910
CPP 3-1/2 COND 90 ELBOW EMT 22053500,899867
T&B F72U RING TONGUE TERMINAL -/BX 2000/CS,899752
CONDUIT 1-1/4IN GALV STEEL 900/LFT   **YARD**,899877
WIRE THHN-14-PNK-19STR-CU-500S,899956
GE GEM1000ML5AA5-5 MH BAL 2/CASE   87213,898910
T&B 54160B 2/0AWG BLK 1H COP LUG 10/BX 100/CS,899830
CONDUIT 1-1/2IN GALV STEEL 800/LFT   **YARD**,899877
LOL 6099WH WHT LIVE END CNPY  12NC: 912400462297,898859
T&B J972 1/0-2/0 RING TERM BULK 50/BX 500/CS,899833
T&B 54160T 2/0AWG BLK 1H COP LUG 10/BX 100/CS,899830
IDEAL 30-092 SIZE 92 GRN WIRECONN 1000/CS,899838
WIRE THHN 10 BLK-SOLID-CU-500S,899956
FTG PB-600-D F993 2IN 105D PLSTC INSBSH 50/BX 250/CS,899752
GE THQB1120 1P 20A 120V BOLT-ON CB,900017
WIRE THHN 10 BLU-SOLID-CU-500S ,899956
"UNIS HFEW025EG 1/4"" X 1-1/4"" FENDER WASHER ELECTRO GALVANIZED FINISH",899859
SMN S-144 CABLE MOUNTING RING,899752
CABLE 10/4 MC AL 1000MSTR,899951
GE THQB1130 1P 30A 120V BOLT-ON CB,900017
CURR 100A/RS/STG/PQ6-120 INCAND LMP 30/CASE   47261 ***DISCONTINUED*** SUGGESTED REPLACEMENT .83602,898899
CPP 1 X CL COND NIP GAL 25/BX 25021001,899752
CONDUIT 2IN GALV STEEL 600/LFT   **YARD**,899877
CPP 3/4 X 3 COND NIP GAL 25/BX 25020706,899752
WIRE THHN-14-PUR-19STR-CU 500S,899956
LEW SWB-2 FLOOR BOX 1/BX,901165
T&B 54165B 3/0AWG ORG 1H COP LUG 10/BX 100/CS,899830
 WIRE NM-B-14/2-CU-WG 1 X 250'C,899958
WIRE XHHW-12-BRN-7STR-CU-2500S,899958
CONDUIT 1-1/4-EF-GRAY LIQ-TITE 1 X 50' EF-14 6105-24-00,899877
T&B 54165T 3/0AWG ORG 1H COP LUG 10/BX 100/CS,899830
UNIS 111141A TROLLEY W/ EYEBOLT,899735
CPP 2 RUN THREAD TYPE C 3 FT 8/BX 26022000,898885
FTG AC-400-D F573 4-IN D/C 90D FLX CON 1/CS,899864
FTG 1070 F2900 2-IN FLASHING W/COLLAR CS/25 !!!PULL RUBBER BOOT!! 25/CS,899752
L-FSE CCMR010 MIDGET FUSE 10/BX,899807
FTG AC-985 F568 1-1/2 D/C 90D FLEX CONN 5/CS,899869
L-FSE CCMR015 MIDGET FUSE 10/BX,899807
L-FSE CCMR020 MIDGET FUSE 10/BX,899807
WIRE THHN-500-RED-37STR-CU-1000MSTR,899956
APP STG-100 1-IN O-RING ASSEMBLY CS/25,899873
T&B 54170B 4/0AWG PUR 1H COP LUG -/BX 10/CS,899830
L-FSE CCMR030 MIDGET FUSE 10/BX,899807
APP PLG75R 3/4 RECESSED PLUG CS/50,899873
MLY SRA2024DS 2000W 240V W/DISC SW FAN FORCED HEATER 1/BX,899752
WIRE THHN-350-YEL-37STR-CU-2500MSTR,899956
T&B 54170T 4/0AWG PUR 1H COP LUG -/BX 100/CS,899830
WIRE THHN-250-BRN-37STR-CU-2500MSTR,899956
WIRE THHN-250-ORG-37STR-CU-2500MSTR,899956
WIRE THHN-250-YEL-37STR-CU-2500MSTR,899956
PVC 1IN THRD ML ADP CONN KTA20 89008 5163417 A243F 50/BX,899866
ADV 71A5237500DBP MH BAL 70W M98/143 277V C&C COMPACT,898834
COL CSWG4 WIRE GUARD FOR CS SERIES STRIP,899752
LEV 9450-P ANGLE PLUG 10-50P 1/BOX 10/CASE,900009
LEV 86041 4G IV DPLX RCPT PLATE 10/BOX 50/CASE,899978
LEV 460C9W CONN-3P4W60A3PH250V /BOX 1/CASE,900078
WTPN 60975BRD1000 #18-2/C SHIELDED PLENUM RATED FPLP FIRE ALARM CABLE WITH A RED JACKET,899756
WIRE THHN-250-GRN-37STR-CU-1000MSTR,899956
LEV 14W47 2P 3W 15A 125V PLUG 10/BOX 20/CASE,899976
WIRE THHN-1/0-PUR-19STR-CU-1000MSTR,899956
WIRE THHN-1/0-YEL-19STR-CU-2500MSTR,899956
"UNIS HHCS050150EG#5 1/2"" X 1-1/2"" GRADE 5 HEX HEAD CAP SCREW ELECTRO GALVANIZED FINISH FULL THREAD",899859
IDEAL 31-631 12FT TUFF-ROD GLOW KIT 1/BX 1/CS,899894
GE CMH20T/U830GU6.5 HID LAMP 12/CASE   85086,898910
JUNO T689NA PAR30 OPEN BACK,898859
CONTECH MLA1P LV END FEED CONNECTR,899752
IDEAL 44-970 SAFETY LOCKOUT KIT 1/BX 1/CS,899816
MLY CWB1A 5-15KW COMB WALL/CLG BRKT UNIT HEATER MOUNTING BRACKET 1/BX,899877
WIRE THHN 1 GRY-19STR-CU-2500MSTR,899956
"BRDGPORT 267-SRT 3IN EMT COUPLING EMT CONDUIT COUPLING 2/BX, 10/CS",899867
L-FSE KLK.100 600V MIDGET FUSE 10/BX,899807
PERF-L DN415 6A DOOR OPEN ON SW 1/BX 25/CS,899752
LEV 13556-W VERT FLR LMPHLDR 1/BOX 10/CASE,899976
CPP 3 COND 15 ELBOW EMT 22753000,899867
3M DBR-6-KIT DIRECT BURY SPLICE KIT,899816
L-FSE CCMR003 MIDGET FUSE 10/BX,899807
GE THT104 HANDLE TIE FOR TQL AND THQB,899875
EASY DSH DOWNSPOUT HANGER KIT 2/BX,899878
APP K350&400 4-IN COND BODY COVER CS/5,899873
CPP 6 COND 90 ELBOW GAL 22026000  **YARD**,899866
WTPN 991RD1000 #16-2/C SHIELDED RISER RATED FPLR FIRE ALARM CABLE WITH A RED JACKET,899752
WTPN 994RD1000 #14-2/C UNSHIELDED RISER RATED FPLR FIRE ALARM CABLE WITH A RED JACKET,899756
WM V4047BF 2G IVY COVER PLATE 1/PK 10/BX,899971
WIRE THHN-1/0-BRN-19STR-CU-2500MSTR,899956
CONTECH LA-2-S MINI CONN SILVER QUOTE# 5461,899752
NSI STL250-6 250MCM-6AWG TFMR LUG 1/BX,899831
WTPN 25224BBK #18-2/C UNSHLD PLENUM RATED CONTROL CABLE WITH A BLACK JACKET,899915
LAMPTRACKER TL8 8FT TRIGUARD 56-T8 OR 25-T12 LAMPS,899752
PVC 1X100FT ENT 012041 12041 A51BAA1 12008-100 100/BX,899866
CPP 4 COND 22-1/2 ELBOW EMT 22854000,899867
COL CS4-232-E-U 2 LAMP T8-4' STRIP ELECTRONIC BALLAST,898828
CABLE 12/2 HFC AL SOL 277V BRN/GRY 1000'R,899951
"TCPI 1R2014 14W LAMP COMPACT FLUORESCENT FLOODLIGHT LAMP 12/BX, 48/CS",898885
C-H QBHW2030 30A 2P CKT BRKR,900017
3M CTB1X1BGA-C 1X1 CABLE TIE BASE 100/BX 500/CS,899875
"BRDGPORT 266-SRT 2-1/2 EMT CPLG EMT CONDUIT COUPLING 2/BX, 10/CS",899867
APP ERLB50 1/2 ERLB UNILET CS/5,899873
"BRDGPORT 269-SRT 4IN EMT COUPLING EMT CONDUIT COUPLING ~/BX, 6/CS",899867
WIRE 350-2 & 4/0-URD-AL-WESLEYAN MSTR,899752
WIRE THHN1PURPLE-19STR-CU-1000MSTR,899956
IDEAL 30-3429 MULTI-CRIMP TOOL 1/BX 1/CS,899838
EPCO 16010 YEL 10SKT CORDLITE 100FT 1/BX,899752
WIRE THHN-500-PUR-37STR-CU MSTR,899956
JUNO T308BL MINI TRAC LITE W/SW BLK,898859
WIRE XHHW-900-BLK-STR-AL-1000R,899958
BUR YAZ6C2TC14 6AWG 2H LNG LUG,899830
BUR YA6C-2TC14 CU HYLG 6STR 2HL,899830
D-B N132-UNV-1/1-EB 4FT STRIP FIX 12NC: 912400346348 ***DISCONTINUED***,898855
L-FSE CCMR01.5 MIDGET FUSE 10/BX,899807
"ALLIED 3303-NK 3G SW BOX 3-9/16"" DEEP W/NAILS 20/BX",899755
EASY SRES END SEAL KIT 5/BX,899752
EASY SRP END CONNECTION KIT 1/BX,899752
"UNIS HHCS025400EG 1/4"" x 4"" HEX HEAD CAP SCREW ELECTRO GALVANIZED FINISH, FULLY THREADED",899859
LEV T5325-I IVORY 15A-125V 10/BOX 200/CASE,899979
IDEAL 30-382J 75PC JAR DISC 75/BX 450/CS,899838
WM 1043S SS BLANKING PLATE 1/PK 20/BX,899974
GE THQL1115AF2 15A PLUG IN AFCI CB,900017
WIRE SO-12/5-BLK-SOOW-1000MSTR,899956
CPP 4 COND 30 ELBOW EMT 22354000,899867
HUBW IG4700A NEMA L5-15R ORG RCPT 10/BX,901165
APP ST-50 1/2 STR LIQ-TITE CONN CS/25,899873
WIRE THHN-1000-61STR-BLK-2500R,899956
GE GEC226-MVPS-3W ELEC BALLAST CS/1 63097 OLD: 71445,898828
LEV 5320-TCP DUPLEX RECEPTACLE 10/BOX 200/CASE,899978
CONDUIT 1/2-UA/LA-GRAY LIQ-TITE  1 X 1000MSTR LA-11 6202-60-00,899752
BLT NU6-1128-PCX 5W-28W 120V COMPACT/LINEAR FLUORESCENT BALLAST W/ BOTTOM FEED LEADS CS/100,898828
KID 21006377-N AC/DC CO/SMOKE ALARM 6/BX ---DISCONTINUED REPLACED BY .492376 KID 21032250,898936
MIDA PD-915R 15 AMP RACK MOUNT POWER STRIP WITH 1 OUTLET IN THE FRONT AND 8 OUTLETS IN THE REAR WITH SURGE & SPIKE PROTECTION AND 9 FT. CORD,899929
GE GEM400ML5AA4-5 HID BLST 1/CASE   72300,898899
ADV VZT4S32HL01M ELE DIMMING BALLAST (4) F32T8 277V,898828
LOL PLD960WH 960W WHT BKR 12NC: 912400492667,898859
L-FSE 31301.5P 250V SMALL DIM FUSE 5/BX,899807
L-FSE 313.500P 250V SMALL DIM FUSE 5/BX,899807
WTPN 253270BWH1000 #22-6/C SHIELDED PLENUM RATED CONTROL CABLE WITH A WHITE JACKET,899927
ARL NM2015 3/4 NM RIGID PIPE HANGER /BX 100/CS,899864
GE GEM150MLTLC3D-5-QUAD 1-150 MH 6/CASE   86718,898910
CPP 2 COND 22-1/2 ELBOW EMT 22852000,899867
APP ACP6034BC 3W-4P PLUG CS/1,899873
LOL PLD600WH PLUG-IN BREAKER 12NC: 912400492659,898859
LOL PLD720WH PLUG-IN BREAKER 12NC: 912400492661,898859
LOL PLD360WH PLUG-IN BREAKER 12NC: 912400492655,898859
CPP 2-1/2 COND 22-1/2 ELBOW EMT 1/BX 22852500,899867
WIRE THHN-250-GRY-37STR-CU-1000MSTR,899956
LEV 5380-W 120V 20A RECEPT WHITE 1/BOX 10/CASE,899976
LOL 6008NAL 8FT INDIV BSC TRACK 12NC: 91240046506 :DE2409 :ALT-LOL 6008DAL 8' ALM TRK,899929
LOL 6049NAL ALUM BASIC MINI CPLER 12NC: 912400465075,898859
LOL 6048NAL ALUM BASIC LIVE END 12NC: 912400465072,898859
OZ-G TB100A 1IN ALUM TB COND BODY CS/5,899873
HUBW HBL53CM62 DPLX RCPT-NEMA5-20R 10/BX,899978
HUBW NPJ8I M-SIZE 1G WALLPLATE 25/BX,900004
HUBW NPJ8W M-SIZE 1G WALLPLATE 25/BX DE:2403 ALT-PJ8W,899999
HUBW NPJ2I M-SIZE 2G WALLPLATE 25/BX,901165
HUBW NPJ13I M-SIZE 1G WALLPLATE 25/BX,900004
HUBW NPJ13W M-SIZE 1G WALLPLATE 25/BX,900004
ADV 71A5492001D MH BAL 150W M102/142 QUAD KIT,898834
GE 460XCN 277V COIL,898828
APP FS-GKR-1N REPLACEMENT GASKET CS/50,899752
HUBW BR20I IVY 20A 125V DPLX RCPT 10/BX,899978
1/2 FLEX ALUM REDUC-WALL 1000MSTR ABR-11 5602-60-00,899752
WIRE THHN-1/0-ORG-19STR-CU-2500MSTR,899956
WIRE MOBILE HOME FEEDER 2-2-4-6 AL MSTR,899752
WIRE MOBILE HOME FEEDER 4/0-4/0-2/0-4 AL - 1000MSTR,899945
ALLIED RD-42 RANGE/DRYER RECEPT. 24/BX,899755
FTG DC-50 5-LB DUCT-SEAL COMPOUND 10 BAGS,899752
HUBW HBL7832D 30A 600V 2P DISC SW 30/BX,901165
CPP 3 COND 22-1/2 ELBOW EMT 22853000,899867
CPP 3 COND 30 ELBOW EMT 22353000,899867
CPP 2-1/2 COND 30 ELBOW EMT 22352500,899867
CPP 1 X 12 COND NIP GAL 25/BX 25021024,899752
WIRE TFFN-16-RED-26STR-CU-2500R,899958
MIDA CLH-HTS HORIZONTAL 90 DEG TEE SPLICE,899816
"MIDA CLB-TSB 12""W TRIANGLE WALL SUPPORT BRACKET",899877
BUR YA4C-2N 4AWG COP 2H LUG,899830
WIRE THHN-2-PUR-19STR-CU,899956
WTPN 224GY1000 #18-2/C UNSHIELDED RISER RATED CONTROL CABLE WITH A GRAY JACKET,899752
PVC 1QT PRIMER W/CAP C100QT 78175 7211303 VC9902 12/BX,899866
WATT BZ-50 POWER PACK 120277V 50/60HZ 24VDC 225MA,898870
ADV ICN2TTP40SC35I ELE BALLAST (2) 40W CFL (4-PIN) 120-277V,898828
"MIDA CLB-10 12""W X 10'L BLACK LADDER RACK",899752
MIDA CLH-RSJ STRAIGHT SPLICE CLAMP KIT FOR LADDER RACK,899877
MIDA CLH-ED11 CABLE LADDER END DROP WITH 3 SPOOLS - WATERFALL,899752
WIRE THHN 10 GRN-SOLID-CU-500S,899956
C-H GHQRSP2020 2P 20A 277VAC CB  DE2408 : ALT-GHQRD2020,900017
WIRE THHN-400-BRN-37STR,899956
WIRE THHN-400-ORG-37STR,899956
WIRE THHN-400-YEL-37STR,899956
GE F17T8XL/SPX30ECO T8 FLUOR LAMP 24/CASE   15481,898899
IDEAL 36-087 12X3/4X.050 BLD 5/BX 5/CS (MIN ORD QTY 5),900034
WIRE THHN-1/0-GRY-19STR-CU-1000MSTR,899956
WTPN 253244BWH1000 #18-4/C SHIELDED PLENUM RATED CONTROL CABLE WITH A WHITE JACKET,899752
BOLT BEELXTEU2RMAEM EDGE-LIT LED EXIT BAT BACK DBL FACE CLR W/RED LETTERS,899878
LEV 8829-CW4 PLSTC KEYLESS LMPHLDR 1/BOX 50/CASE,899977
WIRE THHN-4/0-PUR-19STR-CU-1000MSTR,899956
CPP 4 X 48 SP RAD 90 ELL GAL 1/BX 22424063  **YARD**,899752
C-H FD3125 125A 3P CKT BRKR,900017
FTG 843 F56 1-IN 2-SCR SEC CONN 25/BX 250/CS,899867
"UNIS HHCS031075EG 5/16"" X 3/4"" HEX HEAD CAP SCREW GALVANIZED FINISH",899859
WTPN 253241BWH1000 #22-4/C PLENUM SHIELDED CONTROL CABLE WITH A WHITE JACKET,899927
IOTA I-320 TBTS M20 T-LED T5 T8 LFL EMERG. BATTERY,898885
HAM PH750MQMJ 750VA 120-240V TFMR ENCAPSULATED CONTROL TRANSFORMER 1/BX,900017
GE F32T8/25WSPX41EC FLUOR LAMP 36/CASE   72130   *BP ***,898899
EASY SRSRG CABLE SPLICE KIT 1/BX,899816
WTPN 60980BRD1000 #18-2/C UNSHIELDED PLENUM FPLP RATED FIRE ALARM CABLE WITH A RED JACKET,899756
WTPN 60992BRD1000 #14-2/C SHIELDED PLENUM RATED FPLP FIRE ALARM CABLE WTIH A RED JACKET,899756
GE F28T8/XLSPX30ECO FLUOR LAMP 36/CASE   72863 *** ***DISCONTINUED*** SUGGESTED REPLACEMENT .153991,898899
C-H GHQRSP1020 REM CNTLD 24V SOL,899778
ARL D35 3X5IN D RING CABLE SUPPORT /BX 100/CS,899865
WTPN 25186BWH1000 #18-6/C UNSHIELDED PLENUM RATED CONTROL CABLE WITH A WHITE JACKET,899752
ULT 188165.02 M7012-27CK-5EU,899752
WTPN 25234BWH1000 #18-3/C UNSHIELDED PLENUM RATED CONTROL CABLE WITH A WHITE JACKET,899752
PHIL PLL40W8354PRSIS 1/CASE ITEM #: 300434,898885
IDEAL 36-303 1-1/8 CRBD HL CUTTER 1/BX 1/CS,900033
CPP 1-1/2 COND 30 ELBOW EMT 30/BX 22351500,899866
ALLIED SB-1 1G SLIDERBOX SW BOX 48/BX,899755
GE 60A/RS/STG-T2/12 INCAND LAMP 24/CASE   72549    ***DISCONTINUED***,898899
"T&B 256-30695-946 TERM LUG 90 250MCM EXTD 1/2""HL",899830
LEV 5601-2T ROCKER SWITCH 10/BOX 100/CASE *TEMPORARILY UNAVAILABLE WITH NO ESD*,899988
TOKISTAR EX-112 2.6W 12V CLEAR XENON T3 1/4 WEDGE,899752
GE F28T8/XLSPX35ECO FLUOR LAMP 36/CASE   72864   ***,898899
"FCI IH2-UNV-270-T8 ELEC BALLAST """"ELECTRONIC LINEAR FLUORESCENT 25/BX",898828
"UNIS HHCS025200EG 1/4 X 2"" HEX HEAD CAP SCREW ZINC PLATED",899859
UNIS HHXN0632EG 6-32 HEX NUT ZINC PLATED,899859
UNIS HHXN0832EG 8-32 HEX NUT ZINC PLATED,899859
UNIS HHXN1032EG 10-32 HEX NUT ZINC PLATED,899859
UNIS HFLW0632EG 6-32 FLAT WASHER ZINC PLATED,899859
UNIS HFLW0832EG 8-32 FLAT WASHER ZINC PLATED,899859
UNIS HFLW10EG #10 FLAT WASHER ZINC PLATED,899859
UNIS RHSMS-0.138-32-1.000-Z-PKG #6-32 X 1 ROUND HEAD SLOTTED MACHINE SCREWS ZINC,899859
UNIS HLKW0832EG 8-32 LOCK WASHER ZINC PLATED,899859
UNIS HLKW0632EG 6-32 LOCK WASHER ZINC PLATED,899859
UNIS HLKW1032EG 10-32 LOCK WASHER ZINC PLATED,899859
T&B 54112UBNTW.625 COP STD BRL LUG 10/BX 100/CS,899830
WIRE THHN-300-GRY-37STR-CU-1000MSTR,899956
WIRE THHN-300-BRN-37STR-CU-1000MSTR,899956
WIRE THHN-300-ORG-37STR-CU-1000MSTR,899956
WIRE THHN-300-YEL-37STR-CU-1000MSTR,899956
CPP 5 X 48 SP RAD 90 ELL ALUM 1/BX 22445063,899752
"UNIS P1001C10GR 1-5/8"" X 3-1/4"", 12 GAGE CHANNEL, DOUBLE COMBINATION",899735
WTPN 990RD1000 #16-2/C UNSHIELDED FPLR RISER RATED FIRE ALARM CABLE WITH A RED JACKET,899752
"FCI WH7-120-L 220W 1.82A 120V BA """"ELECTRONIC LINEAR FLUORESCENT 25/BX",898828
ERC 512HDEEP BOX HANGER W/BRKT 25/BX,899878
SUA 12V 5.0AH F1 RECHRGBL BATTERY PS1250F1 / 686-7253,899752
WTPN 294GY1000 #16-2/C SHIELDED RISER RATED CONTROL CABLE WITH A GRAY JACKET,899752
ULT 188631 M7012-27CK-5EU-JT3 (1-70W MH M98 120-277,899752
STL-CTY 6H4 1-1/2 CONDUIT HANGER -/BX 100/CSM,899752
WIRE THHN-250-PUR-37STR-CU,899956
PHIL PLC26W354PALTO10PK 1/CASE ITEM #: 383364,898885
PHIL PLT32W835A4PALTO 10/CASE ITEM #: 45830,898885
CH WEM2 REPLACEMENT KEY FOR 5155C81G01,899778
PVC 4IN REPAIR CPLG SLV REC55 77296 6121626 E948N 20/BX  DE2503 : ALT-277296,899866
WTPN 25303BWH1000 #18-3/C SHIELDED PLENUM RATED CONTROL CABLE WITH A WHITE JACKET,899752
LEV W5320-T0W 15A-125V TR DUP RCPT 10/BOX 50/CASE,899978
3M EC-3 COLD SHRINK END CAP /BX 10/CS,899906
PHIL PLC26W8414PALTO10PK 10/CASE ITEM #: 11177,898885
WM V2400BC RACEWAY BASE&CVR P/FT 50/PK 50/BX,899971
LEV PJ18-T 2G NYL MIDSZ COMB PLATE 25/BOX 100/CASE,899998
WES 03892 40T8/130V LAMP :DE2407 :ALT-SAT S2977 40W 130V T8 INC LMP 250/CS  02977,899756
MLY UHMT1 1P 40-80F THMST KIT THERMOSTAT 1/BX,899752
STRUT 034NS040SS STAINLESS 2 1/8 OD CUSH-A-CLAMP,899877
RAYCHEM HVT-Z-151-SG D05683 CS/3,899864
RAYCHEM HVT-Z-152-SG 921434 CS/3,899752
RAYCHEM HVT-Z-153-SG 635416 CS/3,899864
R-DOT S-12 3/4NPT TAPPED HL RND 1/BX 50/CS,899752
ZSI 014NS018 7/8IN CUSH-A-CLAMP STAINLESS STEEL PIPE CLAMP,899877
C-H E50BR1P9 HD PLUG-IN LMT SW,899778
IDEAL 35-781 REPL BLADE F/35-780 (1= PKG OF 5 BLADES),899929
EASY ZH-C ROOF CLIP AND SPACER 5/BX,899752
EASY SR51J HEATING CABLE 1/BX,899927
ALLIED SB-2 2G SLIDERBOX SW BOX 24/BX,899755
"KLEIN NCVT-1SEN NON-CONTACT VOLTAGE TESTER - W/ BATTERIES, 50-1000 VOLTS, CLIP-STRIP",899890
PHIL F54T5835HOEAALTO49W401 40/CASE ITEM #: 22050,898899
PVC 6-IN-PVC-SCHED-80 CONDUIT,899866
LEV 5262-I IV DPLX RCPT-NEMA5-15R 10/BOX 50/CASE,899978
GE GEC240MAX-A 71435 CFL BLST 10/CASE   71435,898828
MLY T8775A1009 24V LO VTG DIG THMST 1/BX,899752
C-H CH42NLPN225K CNVTBL LOADCTR DELISTED REPLACED BY CHP42E225X7,899778
L-FSE 218.630P 250V MINIATURE FUSE 5/BX,899807
LEV PJ82-T 2G NYLMIDSZ DPLX PLATE 25/BOX 100/CASE,900004
STI EZP544W 5G WALL PLATE BRACKET 6/BX,899752
WTPN 60995BRD1000 #12-2/C UNSHIELDED FPLP PLENUM RATED FIRE ALARM CABLE WITH A RED JACKET,899756
DUAL-LITE 0120800 6V 12A BATTERY ELB0612A,899752
"FTG GCRT1/0 SRC GROUND ROD CLAMP 1/2, 5/8 & 3/4 50/BX 500/CS",899877
LITH CMR-10-LT EXTD RANGE SENSORPP,898865
LEV PJ226-T WP3 T PB1/10/050 10/BOX 50/CASE,899999
WTPN 60982BRD1000 #18-4/C UNSHIELDED PLENUM RATED FPLP FIRE ALARM CABLE WITH A RED JACKET,899756
GE TM2412CCU 125A LD-CNTR PDQ #4136201883,899752
HUBW S1TFCAL FLOORPLATE SYS 5/BX,901165
EGS HUBG75DN 3/4 ZINC D/C W/T HUB CS/25,899873
EGS HUBG150DN 1-1/2 ZNC D/C W/T CS/10,899873
"MIDA CLB-10-W18 18""W X 10'L BLACK LADDER RACK",899752
